variance
0.0031717494
0.013130765
0.018689943
0.031446204
0.025763026
0.038293164
0.02286424
0.07914059
0.00781929
0.03603962
0.060270585
0.006376712
0.0016049519
0.013416538
0.12363924
0.04769553
0.042047445
0.0066748564
0.010895039
0.036579914
0.011459947
0.07655625
0.037224323
0.018874088
0.019901711
0.03834976
0.05783121
0.05392678
0.011669662
0.012728755
0.018002884
0.012654849
0.016455192
0.0059484756
0.029011687
0.045852724
0.008995665
0.015712967
0.02099949
0.014464742
0.016100993
0.011572767
0.014990135
0.0048394646
0.03927365
0.034876022
0.044912882
0.009411418
0.026725821
0.05698481
0.032170635
0.036886193
0.011626805
0.035787094
0.015061883
0.06799747
0.013095998
0.00544279
0.020977806
0.006633991
0.0041040108
0.0027753604
0.007783118
0.053268105
0.0137874205
0.054338895
0.009810482
0.00926641
0.042077947
0.014609794
0.023633163
0.021504823
0.03851358
0.010147025
0.0063793426
0.010891583
0.0157582
0.027732328
0.024559345
0.0050218366
0.026117876
0.012756507
0.025513612
0.006900092
0.0141012
0.039199624
0.018398533
0.07878955
0.00734181
0.09619207
0.0034983216
0.007435454
0.030708207
0.029198742
0.035311628
0.003245097
0.030493349
0.005853653
0.020667829
0.0052622855
0.028762503
0.03725775
0.02460743
0.0050368793
0.030432086
0.002920524
0.008078495
0.012954742
0.053521615
0.00633218
0.02930972
0.080504455
0.024260394
0.027451279
0.004089394
0.0022292244
0.09969583
0.000566041
0.011166231
0.055459518
0.013730171
0.012508417
0.039478093
0.011640917
0.022290358
0.022391813
0.05368852
0.040797494
0.005083696
0.015361141
0.0054680044
0.017549926
0.019538658
0.040427327
0.0049506985
0.09531985
0.009616462
0.028775264
0.028727073
0.0146105755
0.007621647
0.030391166
0.010171386
0.018846622
0.0022314398
0.023570584
0.030718533
0.01803549
0.016306156
0.027679812
0.045982283
0.0177402
0.01844934
0.037470467
0.010503964
0.018939829
0.016506964
0.09097581
0.0020124845
0.011014156
0.00846004
0.009955454
0.02853878
0.032170024
0.012316709
0.029032862
0.0418729
0.029095061
0.012881902
0.021823239
0.008594169
0.017294394
0.004015421
0.040556833
0.0016071555
0.0035572357
0.016995084
0.0524513
0.0037826183
0.014535261
0.006645214
0.0075492887
0.011399898
0.021905096
0.0028561526
0.0031603517
0.020361666
0.042859793
0.01129116
0.009182486
0.014759795
0.031267405
0.008235639
0.03692285
0.03443765
0.007859817
0.031672146
0.017514616
0.007118235
0.009773274
0.00950648
0.011243755
0.02402727
0.064266585
0.032524075
0.010381107
0.035246182
0.009752222
0.0057775257
0.012106524
0.022725577
0.040270068
0.008155865
0.054372508
0.051629514
0.026761789
0.038053956
0.009542012
0.01859211
0.010411955
0.032337107
0.0026847206
0.03006487
0.024827724
0.102519855
0.011210877
0.0066152024
0.031671416
0.019783143
0.067050904
0.023263821
0.019348621
0.022534989
0.010075698
0.041038327
0.007919871
0.005871787
0.019255864
0.015878115
0.009000704
0.016494188
0.0180653
0.009869761
0.014601538
0.009892796
0.03574204
0.032189205
0.0069280756
0.022846226
0.014444199
0.021002308
0.046177514
0.031221496
0.028575102
0.021362055
0.027361356
0.04574879
0.016376298
0.044460505
0.01473333
0.014392175
0.013604871
0.012734995
0.028463423
