residuals
0.18954574
0.4670133
0.2306326
0.2837009
0.54596686
0.67061585
0.22330916
0.33293504
0.592283
0.7337789
1.1506007
0.34298795
0.8164807
0.47735175
0.37208027
0.58702004
0.004512638
0.17726918
0.35440987
0.7479549
0.51756364
0.41345793
1.0163453
0.050152496
0.79913855
0.30910233
0.12885265
0.25432
0.17699736
0.46374705
0.09124847
0.1904217
0.56619895
0.73577774
0.73894846
0.18340078
0.7375776
0.8735144
0.1650154
0.52877396
0.26231197
0.29363546
0.95817125
0.052582152
0.07799585
0.046603873
0.016903542
0.67328817
0.8450758
0.07377896
0.85097396
0.6350349
0.56602097
0.26371044
0.3018308
0.022728056
0.8565951
0.39460623
0.4691226
0.34495106
0.15722042
0.2088714
0.8688664
0.101316124
0.032634795
1.0245943
0.031439304
0.19865513
0.6539035
0.14830855
0.13201344
0.22469154
0.26483047
1.2015517
0.52177215
1.1773386
0.32384524
0.3142027
0.1987719
0.32339483
0.7362881
1.2767414
0.39550048
1.0749359
0.06126772
0.22173557
0.021364786
1.1139231
0.02184236
0.23748583
0.6425803
0.02574128
0.10757446
0.13185723
0.68996584
0.5003586
0.42869428
0.5345862
0.27416205
0.21078122
0.72829175
0.49043015
0.41951454
0.31223574
0.45369875
0.47658548
0.53509104
0.32464236
0.489552
0.058327943
0.21800353
0.5280797
0.011865914
0.8407411
0.031386763
0.66305995
0.42523515
0.22232844
0.8524498
0.754692
0.8692838
0.40244165
0.5948958
0.44031516
0.20525548
0.32310027
0.50293267
0.25479662
1.2791302
0.7837481
1.2101196
0.06250042
0.35673618
0.56315976
0.045951635
0.38882828
0.045428753
0.06687492
0.5565717
0.58006716
0.8634391
0.47356147
0.29675546
0.72504956
0.6124807
0.041649014
1.2874367
0.14751428
0.05447024
1.2124172
0.7403944
0.31722918
0.12764396
0.7657786
0.947634
0.37830228
0.641502
0.21283138
0.48401976
0.34154004
0.13742462
0.36119178
0.2511902
0.9366524
0.707385
0.13997379
0.047940344
0.040584624
0.20405175
0.27703258
0.15659389
1.0417453
0.75033
0.10174212
0.8107686
0.6369405
1.0514386
0.60673326
0.07783103
0.9269648
0.22243786
0.3883636
0.27773386
0.904716
0.6000514
0.3699062
0.055605993
0.3166596
0.019884527
0.34917086
0.9306546
0.003934622
0.90094984
0.12004116
0.5513484
1.170964
0.2621761
0.08132424
0.6943764
0.11664981
0.039891824
0.30771437
0.25805163
0.4884886
0.854296
0.8960221
0.834296
0.712452
0.33452365
0.056135863
0.48481593
0.40947604
0.56741685
0.3721069
0.7937051
0.21450141
0.38187283
0.4540256
0.016814768
0.47468862
0.37329972
0.41888222
0.05127737
0.16204578
0.8784606
0.4090617
0.13247493
0.42152208
1.038259
0.14166862
0.6392828
0.85322595
0.1531798
0.07386911
0.28608167
0.6817111
0.3620379
1.1594255
0.49025515
0.34953442
0.17361762
0.22739422
0.26695043
0.4506812
0.31053868
0.1542318
0.1667662
0.51687104
0.7139245
0.17006037
0.1652951
0.028562456
0.5582405
0.24441919
0.5206009
0.49694234
0.80250883
0.39493918
0.3879495
0.06089911
0.23594606
0.49533075
0.11005248
0.2105433
0.16020781
0.2847941
0.77346635
0.17397559
0.28675762
0.028728634
0.1696789
0.80975163
0.0905676
0.6508271
0.54166496
0.12604296
0.80693614
1.1997963
0.37258714
0.94948465
0.30822462
0.69663787
1.024778
0.24049316
0.11195761
0.712679
0.08032851
0.49478918
0.41286343
0.41124564
0.05131595
0.34965482
0.43796167
0.40024626
0.40383333
0.19715449
0.05881232
0.41614026
0.5887821
0.6361332
0.021211356
0.6002084
0.19714656
0.041903645
0.5311413
0.7279774
0.5706403
0.4641304
0.64137447
0.20971987
0.07090904
0.19075942
0.26685303
0.6722411
0.32296598
0.28567344
0.11905703
0.6373253
0.19890255
0.6922001
0.27017468
0.047761567
0.16450417
0.0501948
0.13966997
0.3525689
0.15810636
0.885644
0.16376173
0.83642614
0.20235702
0.5539545
0.023756795
0.339639
0.4933445
0.09067792
0.105012
0.020052433
0.19638763
0.60183156
0.20076178
0.025089175
0.37170908
0.88118196
0.74537855
0.6886032
0.7943164
0.16349281
0.24555266
0.9563577
0.4792632
0.34635007
1.1566641
0.084006906
1.3334606
0.041271508
0.1307959
0.9648797
0.09467602
0.46034563
0.63294435
0.38974202
0.5893736
0.93895113
0.52081317
0.11275023
0.66333354
0.23624074
0.9127815
0.4014218
0.6922997
0.56027997
0.2301426
0.05851704
0.043776393
0.476066
0.48266503
0.43896568
0.32970425
0.058435902
0.03770396
0.62345606
0.20796835
1.1855319
0.21331091
0.22039852
0.27075064
0.16994861
1.0358789
0.19623707
0.8735461
